osm_id,place,plz,landkreis,bundesland,nuts3,nuts2,nuts1
1104550,Aach,78267,Landkreis Konstanz,Baden-Württemberg,DEB33,DEB3,DEB
1255910,Aach,54298,Landkreis Trier-Saarburg,Rheinland-Pfalz,DEB33,DEB3,DEB
62564,Aachen,52062,Städteregion Aachen,Nordrhein-Westfalen,DEA2D,DEA2,DEA
62564,Aachen,52064,Städteregion Aachen,Nordrhein-Westfalen,DEA2D,DEA2,DEA
62564,Aachen,52066,Städteregion Aachen,Nordrhein-Westfalen,DEA2D,DEA2,DEA
62564,Aachen,52068,Städteregion Aachen,Nordrhein-Westfalen,DEA2D,DEA2,DEA
62564,Aachen,52070,Städteregion Aachen,Nordrhein-Westfalen,DEA2D,DEA2,DEA
62564,Aachen,52072,Städteregion Aachen,Nordrhein-Westfalen,DEA2D,DEA2,DEA
62564,Aachen,52074,Städteregion Aachen,Nordrhein-Westfalen,DEA2D,DEA2,DEA
62564,Aachen,52076,Städteregion Aachen,Nordrhein-Westfalen,DEA2D,DEA2,DEA
62564,Aachen,52078,Städteregion Aachen,Nordrhein-Westfalen,DEA2D,DEA2,DEA
62564,Aachen,52080,Städteregion Aachen,Nordrhein-Westfalen,DEA2D,DEA2,DEA
915486,Aalen,73430,Ostalbkreis,Baden-Württemberg,DE11D,DE11,DE1
915486,Aalen,73431,Ostalbkreis,Baden-Württemberg,DE11D,DE11,DE1
915486,Aalen,73432,Ostalbkreis,Baden-Württemberg,DE11D,DE11,DE1
915486,Aalen,73433,Ostalbkreis,Baden-Württemberg,DE11D,DE11,DE1
915486,Aalen,73434,Ostalbkreis,Baden-Württemberg,DE11D,DE11,DE1
413109,Aarbergen,65326,Rheingau-Taunus-Kreis,Hessen,DE71D,DE71,DE7
448770,Aasbüttel,25560,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
158409,Abenberg,91183,Landkreis Roth,Bayern,DEB33,DEB3,DEB
956651,Abensberg,93326,Landkreis Kelheim,Bayern,DEB33,DEB3,DEB
1244276,Abentheuer,55767,Landkreis Birkenfeld,Rheinland-Pfalz,DEB33,DEB3,DEB
1015097,Absberg,91720,Landkreis Weißenburg-Gunzenhausen,Bayern,DEB33,DEB3,DEB
410485,Abstatt,74232,Landkreis Heilbronn,Baden-Württemberg,DEB33,DEB3,DEB
2389084,Abtsbessingen,99713,Kyffhäuserkreis,Thüringen,DEG0A,DEG0,DEG
915445,Abtsgmünd,73453,Ostalbkreis,Baden-Württemberg,DE11D,DE11,DE1
537061,Abtsteinach,69518,Kreis Bergstraße,Hessen,DEA14,DEA1,DEA
283691,Abtswind,97355,Landkreis Kitzingen,Bayern,DEB33,DEB3,DEB
1244067,Abtweiler,55568,Landkreis Bad Kreuznach,Rheinland-Pfalz,DEB33,DEB3,DEB
2806596,Achberg,88147,Landkreis Ravensburg,Baden-Württemberg,DEB33,DEB3,DEB
452972,Achern,77855,Ortenaukreis,Baden-Württemberg,DE134,DE13,DE1
1182036,Achim,28832,Landkreis Verden,Niedersachsen,DEB33,DEB3,DEB
959175,Achslach,94250,Landkreis Regen,Bayern,DEB33,DEB3,DEB
2801019,Achstetten,88480,Landkreis Biberach,Baden-Württemberg,DEB33,DEB3,DEB
548033,Acht,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
1246405,Achtelsbach,55767,Landkreis Birkenfeld,Rheinland-Pfalz,DEB33,DEB3,DEB
548502,Achterwehr,24239,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
1417214,Achtrup,25917,Kreis Nordfriesland,Schleswig-Holstein,DEA14,DEA1,DEA
2825844,Adelberg,73099,Landkreis Göppingen,Baden-Württemberg,DEB33,DEB3,DEB
1399100,Adelebsen,37139,Landkreis Göttingen,Niedersachsen,DEB33,DEB3,DEB
1796300,Adelheidsdorf,29352,Landkreis Celle,Niedersachsen,DEB33,DEB3,DEB
915446,Adelmannsfelden,73486,Ostalbkreis,Baden-Württemberg,DE11D,DE11,DE1
943553,Adelschlag,85111,Landkreis Eichstätt,Bayern,DEB33,DEB3,DEB
1016518,Adelsdorf,91325,Landkreis Erlangen-Höchstadt,Bayern,DEB33,DEB3,DEB
403733,Adelsheim,74740,Neckar-Odenwald-Kreis,Baden-Württemberg,DE127,DE12,DE1
534077,Adelshofen,91587,Landkreis Ansbach,Bayern,DEB33,DEB3,DEB
933549,Adelshofen,82276,Landkreis Fürstenfeldbruck,Bayern,DEB33,DEB3,DEB
452562,Adelsried,86477,Landkreis Augsburg,Bayern,DEB33,DEB3,DEB
163655,Adelzhausen,86559,Landkreis Aichach-Friedberg,Bayern,DEB33,DEB3,DEB
1060416,Adenau,53518,Landkreis Ahrweiler,Rheinland-Pfalz,DEB33,DEB3,DEB
1246784,Adenbach,67742,Landkreis Kusel,Rheinland-Pfalz,DEB33,DEB3,DEB
1363679,Adenbüttel,38528,Landkreis Gifhorn,Niedersachsen,DEB33,DEB3,DEB
1392133,Adendorf,21365,Landkreis Lüneburg,Niedersachsen,DEB33,DEB3,DEB
191347,Adlkofen,84166,Landkreis Landshut,Bayern,DEB33,DEB3,DEB
391131,Admannshagen-Bargeshagen,18211,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
443610,Adorf/Vogtland,8626,Vogtlandkreis,Sachsen,DED44,DED4,DED
448016,Aebtissinwisch,25572,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
1169356,Aerzen,31855,Landkreis Hameln-Pyrmont,Niedersachsen,DEB33,DEB3,DEB
405290,Affalterbach,71563,Landkreis Ludwigsburg,Baden-Württemberg,DEB33,DEB3,DEB
393482,Affing,86444,Landkreis Aichach-Friedberg,Bayern,DEB33,DEB3,DEB
1992924,Affinghausen,27257,Landkreis Diepholz,Niedersachsen,DEB33,DEB3,DEB
1171872,Affler,54689,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
445842,Agathenburg,21684,Landkreis Stade,Niedersachsen,DEB33,DEB3,DEB
448765,Agethorst,25560,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
403747,Aglasterhausen,74858,Neckar-Odenwald-Kreis,Baden-Württemberg,DE127,DE12,DE1
191355,Aham,84168,Landkreis Landshut,Bayern,DEB33,DEB3,DEB
162877,Ahaus,48683,Kreis Borken,Nordrhein-Westfalen,DEA14,DEA1,DEA
965596,Ahausen,27367,Landkreis Rotenburg (Wümme),Niedersachsen,DEB33,DEB3,DEB
1408072,Ahlbeck,17375,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1808860,Ahlden,29693,Landkreis Heidekreis,Niedersachsen,DEB33,DEB3,DEB
548612,Ahlefeld-Bistensee,24358,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
152285,Ahlen,59227,Kreis Warendorf,Nordrhein-Westfalen,DEA14,DEA1,DEA
152285,Ahlen,59229,Kreis Warendorf,Nordrhein-Westfalen,DEA14,DEA1,DEA
446435,Ahlerstedt,21702,Landkreis Stade,Niedersachsen,DEB33,DEB3,DEB
2409456,Ahlsdorf,6313,Landkreis Mansfeld-Südharz,Sachsen-Anhalt,DEB33,DEB3,DEB
1273264,Ahlstädt,98553,Landkreis Hildburghausen,Thüringen,DEB33,DEB3,DEB
530915,Ahnatal,34292,Landkreis Kassel,Hessen,DEB33,DEB3,DEB
1145086,Ahneby,24996,Kreis Schleswig-Flensburg,Schleswig-Holstein,DEA14,DEA1,DEA
1797682,Ahnsbeck,29353,Landkreis Celle,Niedersachsen,DEB33,DEB3,DEB
1169362,Ahnsen,31708,Landkreis Schaumburg,Niedersachsen,DEB33,DEB3,DEB
959667,Aholfing,94345,Landkreis Straubing-Bogen,Bayern,DEB33,DEB3,DEB
959803,Aholming,94527,Landkreis Deggendorf,Bayern,DEB33,DEB3,DEB
401808,Ahorn,74744,Main-Tauber-Kreis,Baden-Württemberg,DE11B,DE11,DE1
956872,Ahorn,96482,Landkreis Coburg,Bayern,DEB33,DEB3,DEB
1071012,Ahorntal,95491,Landkreis Bayreuth,Bayern,DEB33,DEB3,DEB
1021829,Ahrbrück,53506,Landkreis Ahrweiler,Rheinland-Pfalz,DEB33,DEB3,DEB
382442,Ahrensbök,23623,Kreis Ostholstein,Schleswig-Holstein,DEA14,DEA1,DEA
453746,Ahrensburg,22926,Kreis Stormarn,Schleswig-Holstein,DEA14,DEA1,DEA
1318349,Ahrensfelde,16356,Landkreis Barnim,Brandenburg,DEB33,DEB3,DEB
374204,Ahrenshagen-Daskow,18320,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1406816,Ahrenshöft,25853,Kreis Nordfriesland,Schleswig-Holstein,DEA14,DEA1,DEA
374244,Ahrenshoop,18347,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1406979,Ahrenviöl,25885,Kreis Nordfriesland,Schleswig-Holstein,DEA14,DEA1,DEA
1406977,Ahrenviölfeld,24896,Kreis Nordfriesland,Schleswig-Holstein,DEA14,DEA1,DEA
1406977,Ahrenviölfeld,25885,Kreis Nordfriesland,Schleswig-Holstein,DEA14,DEA1,DEA
161897,Aichach,86551,Landkreis Aichach-Friedberg,Bayern,DEB33,DEB3,DEB
958122,Aicha vorm Wald,94529,Landkreis Passau,Bayern,DEB33,DEB3,DEB
2792688,Aichelberg,73101,Landkreis Göppingen,Baden-Württemberg,DEB33,DEB3,DEB
935172,Aichen,86479,Landkreis Günzburg,Bayern,DEB33,DEB3,DEB
943754,Aichhalden,78733,Landkreis Rottweil,Baden-Württemberg,DEB33,DEB3,DEB
2806735,Aichstetten,88317,Landkreis Ravensburg,Baden-Württemberg,DEB33,DEB3,DEB
2796466,Aichtal,72631,Landkreis Esslingen,Baden-Württemberg,DEB33,DEB3,DEB
2792901,Aichwald,73773,Landkreis Esslingen,Baden-Württemberg,DEB33,DEB3,DEB
958099,Aidenbach,94501,Landkreis Passau,Bayern,DEB33,DEB3,DEB
388769,Aidhausen,97491,Landkreis Haßberge,Bayern,DEB33,DEB3,DEB
722153,Aidlingen,71134,Landkreis Böblingen,Baden-Württemberg,DEB33,DEB3,DEB
956660,Aiglsbach,84089,Landkreis Kelheim,Bayern,DEB33,DEB3,DEB
535001,Ailertchen,56459,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
162453,Aindling,86447,Landkreis Aichach-Friedberg,Bayern,DEB33,DEB3,DEB
941761,Ainring,83404,Landkreis Berchtesgadener Land,Bayern,DEB33,DEB3,DEB
956819,Aislingen,89344,Landkreis Dillingen an der Donau,Bayern,DEB33,DEB3,DEB
959661,Aiterhofen,94330,Landkreis Straubing-Bogen,Bayern,DEB33,DEB3,DEB
1244183,Aitern,79677,Landkreis Lörrach,Baden-Württemberg,DEB33,DEB3,DEB
2806736,Aitrach,88319,Landkreis Ravensburg,Baden-Württemberg,DEB33,DEB3,DEB
447974,Aitrang,87648,Landkreis Ostallgäu,Bayern,DEB33,DEB3,DEB
1329407,Aken (Elbe),6385,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt,DEB33,DEB3,DEB
1329407,Aken (Elbe),6386,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt,DEB33,DEB3,DEB
1284770,Aland,39615,Landkreis Stendal,Sachsen-Anhalt,DEB33,DEB3,DEB
2186953,Albaching,83544,Landkreis Rosenheim,Bayern,DEB33,DEB3,DEB
2786234,Albbruck,79774,Landkreis Waldshut,Baden-Württemberg,DEB33,DEB3,DEB
423032,Albersdorf,25767,Kreis Dithmarschen,Schleswig-Holstein,DEA14,DEA1,DEA
2778355,Albersdorf,7646,Saale-Holzland-Kreis,Thüringen,DEG0J,DEG0,DEG
2792707,Albershausen,73095,Landkreis Göppingen,Baden-Württemberg,DEB33,DEB3,DEB
1252774,Albersweiler,76857,Landkreis Südliche Weinstraße,Rheinland-Pfalz,DEB33,DEB3,DEB
283563,Albertshofen,97320,Landkreis Kitzingen,Bayern,DEB33,DEB3,DEB
1246578,Albessen,66871,Landkreis Kusel,Rheinland-Pfalz,DEB33,DEB3,DEB
1248583,Albig,55234,Landkreis Alzey-Worms,Rheinland-Pfalz,DEB33,DEB3,DEB
1254398,Albisheim (Pfrimm),67308,Donnersbergkreis,Rheinland-Pfalz,DEB3D,DEB3,DEB
1471102,Albsfelde,23909,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
2779017,Albstadt,72458,Zollernalbkreis,Baden-Württemberg,DE143,DE14,DE1
2779017,Albstadt,72459,Zollernalbkreis,Baden-Württemberg,DE143,DE14,DE1
2779017,Albstadt,72461,Zollernalbkreis,Baden-Württemberg,DE143,DE14,DE1
158407,Aldenhoven,52457,Kreis Düren,Nordrhein-Westfalen,DEA14,DEA1,DEA
958104,Aldersbach,94501,Landkreis Passau,Bayern,DEB33,DEB3,DEB
1231975,Aldingen,78554,Landkreis Tuttlingen,Baden-Württemberg,DEB33,DEB3,DEB
962467,Alerheim,86733,Landkreis Donau-Ries,Bayern,DEB33,DEB3,DEB
1015138,Alesheim,91793,Landkreis Weißenburg-Gunzenhausen,Bayern,DEB33,DEB3,DEB
568238,Aletshausen,86480,Landkreis Günzburg,Bayern,DEB33,DEB3,DEB
1269727,Alf,56859,Landkreis Cochem-Zell,Rheinland-Pfalz,DEB33,DEB3,DEB
401623,Alfdorf,73553,Rems-Murr-Kreis,Baden-Württemberg,DE116,DE11,DE1
401623,Alfdorf,73655,Rems-Murr-Kreis,Baden-Württemberg,DE116,DE11,DE1
966167,Alfeld,91236,Landkreis Nürnberger Land,Bayern,DEB33,DEB3,DEB
1168905,Alfeld (Leine),31061,Landkreis Hildesheim,Niedersachsen,DEB33,DEB3,DEB
1821138,Alfhausen,49594,Landkreis Osnabrück,Niedersachsen,DEB33,DEB3,DEB
1269816,Alflen,56828,Landkreis Cochem-Zell,Rheinland-Pfalz,DEB33,DEB3,DEB
1079020,Alfstedt,27432,Landkreis Rotenburg (Wümme),Niedersachsen,DEB33,DEB3,DEB
172095,Alfter,53347,Rhein-Sieg-Kreis,Nordrhein-Westfalen,DEA2C,DEA2,DEA
91859,Algermissen,31191,Landkreis Hildesheim,Niedersachsen,DEB33,DEB3,DEB
238961,Alheim,36211,Landkreis Hersfeld-Rotenburg,Hessen,DEB33,DEB3,DEB
546611,Alken,56332,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
396563,Alkersleben,99310,Ilm-Kreis,Thüringen,DEG0F,DEG0,DEG
1428588,Alkersum,25938,Kreis Nordfriesland,Schleswig-Holstein,DEA14,DEA1,DEA
1245131,Allenbach,55758,Landkreis Birkenfeld,Rheinland-Pfalz,DEB33,DEB3,DEB
443591,Allendorf,35108,Landkreis Waldeck-Frankenberg,Hessen,DEB33,DEB3,DEB
539713,Allendorf,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz,DEB1A,DEB1,DEB
1273287,Allendorf,7426,Landkreis Saalfeld-Rudolstadt,Thüringen,DEB33,DEB3,DEB
418611,Allendorf (Lumda),35469,Landkreis Gießen,Hessen,DEB33,DEB3,DEB
1244219,Allenfeld,55595,Landkreis Bad Kreuznach,Rheinland-Pfalz,DEB33,DEB3,DEB
2784841,Allensbach,78476,Landkreis Konstanz,Baden-Württemberg,DEB33,DEB3,DEB
158406,Allersberg,90584,Landkreis Roth,Bayern,DEB33,DEB3,DEB
30015,Allershausen,85391,Landkreis Freising,Bayern,DEB33,DEB3,DEB
2801344,Alleshausen,88422,Landkreis Biberach,Baden-Württemberg,DEB33,DEB3,DEB
933491,Alling,82239,Landkreis Fürstenfeldbruck,Bayern,DEB33,DEB3,DEB
445854,Allmannshofen,86695,Landkreis Augsburg,Bayern,DEB33,DEB3,DEB
2801315,Allmannsweiler,88348,Landkreis Biberach,Baden-Württemberg,DEB33,DEB3,DEB
2803631,Allmendingen,89604,Alb-Donau-Kreis,Baden-Württemberg,DE145,DE14,DE1
400939,Allmersbach im Tal,71573,Rems-Murr-Kreis,Baden-Württemberg,DE116,DE11,DE1
2397385,Allstedt,6542,Landkreis Mansfeld-Südharz,Sachsen-Anhalt,DEB33,DEB3,DEB
1567454,Almdorf,25821,Kreis Nordfriesland,Schleswig-Holstein,DEA14,DEA1,DEA
418894,Almersbach,57610,Landkreis Altenkirchen,Rheinland-Pfalz,DEB33,DEB3,DEB
58618,Alpen,46519,Kreis Wesel,Nordrhein-Westfalen,DEA14,DEA1,DEA
453150,Alpenrod,57642,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
453150,Alpenrod,57647,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
2411295,Alperstedt,99195,Landkreis Sömmerda,Thüringen,DEB33,DEB3,DEB
935834,Alpirsbach,72275,Landkreis Freudenstadt,Baden-Württemberg,DEB33,DEB3,DEB
532368,Alsbach,56237,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
452415,Alsbach-Hähnlein,64665,Landkreis Darmstadt-Dieburg,Hessen,DEB33,DEB3,DEB
157993,Alsdorf,52477,Städteregion Aachen,Nordrhein-Westfalen,DEA2D,DEA2,DEA
422316,Alsdorf,57518,Landkreis Altenkirchen,Rheinland-Pfalz,DEB33,DEB3,DEB
1163504,Alsdorf,54668,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
1253873,Alsenz,67821,Donnersbergkreis,Rheinland-Pfalz,DEB3D,DEB3,DEB
418327,Alsfeld,36304,Vogelsbergkreis,Hessen,DE725,DE72,DE7
1248686,Alsheim,67577,Landkreis Alzey-Worms,Rheinland-Pfalz,DEB33,DEB3,DEB
1332300,Alsleben,6425,Salzlandkreis,Sachsen-Anhalt,DEE0C,DEE0,DEE
2792885,Altbach,73776,Landkreis Esslingen,Baden-Württemberg,DEB33,DEB3,DEB
1157542,Alt Bennebek,24848,Kreis Schleswig-Flensburg,Schleswig-Holstein,DEA14,DEA1,DEA
394333,Alt Bukow,18233,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1322902,Altdöbern,3229,Landkreis Oberspreewald-Lausitz,Brandenburg,DEB33,DEB3,DEB
190875,Altdorf,84032,Landkreis Landshut,Bayern,DEB33,DEB3,DEB
722061,Altdorf,71155,Landkreis Böblingen,Baden-Württemberg,DEB33,DEB3,DEB
902680,Altdorf,72655,Landkreis Esslingen,Baden-Württemberg,DEB33,DEB3,DEB
1252492,Altdorf,67482,Landkreis Südliche Weinstraße,Rheinland-Pfalz,DEB33,DEB3,DEB
966164,Altdorf bei Nürnberg,90518,Landkreis Nürnberger Land,Bayern,DEB33,DEB3,DEB
548573,Alt Duvenstedt,24782,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
548573,Alt Duvenstedt,24791,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
548573,Alt Duvenstedt,24811,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
1438081,Altefähr,18573,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
964628,Alteglofsheim,93087,Landkreis Regensburg,Bayern,DEB33,DEB3,DEB
168547,Altena,58762,Märkischer Kreis,Nordrhein-Westfalen,DEA58,DEA5,DEA
1021826,Altenahr,53505,Landkreis Ahrweiler,Rheinland-Pfalz,DEB33,DEB3,DEB
1244034,Altenbamberg,55585,Landkreis Bad Kreuznach,Rheinland-Pfalz,DEB33,DEB3,DEB
148072,Altenbeken,33184,Kreis Paderborn,Nordrhein-Westfalen,DEA14,DEA1,DEA
455484,Altenberg,1773,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,DEB33,DEB3,DEB
455484,Altenberg,1778,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,DEB33,DEB3,DEB
2458400,Altenberga,7768,Saale-Holzland-Kreis,Thüringen,DEG0J,DEG0,DEG
155779,Altenberge,48341,Kreis Steinfurt,Nordrhein-Westfalen,DEA14,DEA1,DEA
1273353,Altenbeuthen,7338,Landkreis Saalfeld-Rudolstadt,Thüringen,DEB33,DEB3,DEB
394512,Altenbuch,97901,Landkreis Miltenberg,Bayern,DEB33,DEB3,DEB
1263721,Altenburg,4600,Landkreis Altenburger Land,Thüringen,DEB33,DEB3,DEB
537133,Altendiez,65624,Rhein-Lahn-Kreis,Rheinland-Pfalz,DEB1A,DEB1,DEB
962080,Altendorf,92540,Landkreis Schwandorf,Bayern,DEB33,DEB3,DEB
1077529,Altendorf,96146,Landkreis Bamberg,Bayern,DEB33,DEB3,DEB
1246622,Altenglan,66885,Landkreis Kusel,Rheinland-Pfalz,DEB33,DEB3,DEB
1427896,Altenhagen,17091,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1286652,Altenhausen,39343,Landkreis Börde,Sachsen-Anhalt,DEB33,DEB3,DEB
554562,Altenhof,24340,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
1424152,Altenhof,17209,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
554747,Altenholz,24161,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
1252363,Altenkirchen,66903,Landkreis Kusel,Rheinland-Pfalz,DEB33,DEB3,DEB
1437950,Altenkirchen,18556,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
418895,Altenkirchen (Westerwald),57610,Landkreis Altenkirchen,Rheinland-Pfalz,DEB33,DEB3,DEB
382409,Altenkrempe,23730,Kreis Ostholstein,Schleswig-Holstein,DEA14,DEA1,DEA
1026858,Altenkunstadt,96264,Landkreis Lichtenfels,Bayern,DEB33,DEB3,DEB
941639,Altenmarkt an der Alz,83352,Landkreis Traunstein,Bayern,DEB33,DEB3,DEB
1460228,Altenmedingen,29575,Landkreis Uelzen,Niedersachsen,DEB33,DEB3,DEB
447188,Altenmoor,25335,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
452561,Altenmünster,86450,Landkreis Augsburg,Bayern,DEB33,DEB3,DEB
374185,Altenpleen,18445,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
2796467,Altenriet,72657,Landkreis Esslingen,Baden-Württemberg,DEB33,DEB3,DEB
450108,Altenstadt,63674,Wetteraukreis,Hessen,DE71E,DE71,DE7
936742,Altenstadt,86972,Landkreis Weilheim-Schongau,Bayern,DEB33,DEB3,DEB
941073,Altenstadt,89281,Landkreis Neu-Ulm,Bayern,DEB33,DEB3,DEB
1059433,Altenstadt an der Waldnaab,92665,Landkreis Neustadt an der Waldnaab,Bayern,DEB33,DEB3,DEB
1174479,Altensteig,72213,Landkreis Calw,Baden-Württemberg,DEB33,DEB3,DEB
964624,Altenthann,93177,Landkreis Regensburg,Bayern,DEB33,DEB3,DEB
1427888,Altentreptow,17087,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1204726,Alterkülz,56288,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,DEB1D,DEB1,DEB
180669,Altertheim,97237,Landkreis Würzburg,Bayern,DEB33,DEB3,DEB
191496,Altfraunhofen,84169,Landkreis Landshut,Bayern,DEB33,DEB3,DEB
933521,Althegnenberg,82278,Landkreis Fürstenfeldbruck,Bayern,DEB33,DEB3,DEB
2802280,Altheim,88499,Landkreis Biberach,Baden-Württemberg,DEB33,DEB3,DEB
2803632,Altheim,89605,Alb-Donau-Kreis,Baden-Württemberg,DE145,DE14,DE1
2790973,Altheim (Alb),89174,Alb-Donau-Kreis,Baden-Württemberg,DE145,DE14,DE1
933498,Althengstett,75382,Landkreis Calw,Baden-Württemberg,DEB33,DEB3,DEB
1250687,Althornbach,66484,Landkreis Südwestpfalz,Rheinland-Pfalz,DEB33,DEB3,DEB
400938,Althütte,71566,Rems-Murr-Kreis,Baden-Württemberg,DE116,DE11,DE1
1318343,Althüttendorf,16247,Landkreis Barnim,Brandenburg,DEB33,DEB3,DEB
2020631,Altkalen,17179,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1451540,Alt Krenzlin,19288,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1332946,Altlandsberg,15345,Landkreis Märkisch-Oderland,Brandenburg,DEB33,DEB3,DEB
1269719,Altlay,56858,Landkreis Cochem-Zell,Rheinland-Pfalz,DEB33,DEB3,DEB
1249748,Altleiningen,67316,Landkreis Bad Dürkheim,Rheinland-Pfalz,DEB33,DEB3,DEB
1249748,Altleiningen,67317,Landkreis Bad Dürkheim,Rheinland-Pfalz,DEB33,DEB3,DEB
453415,Altlußheim,68804,Rhein-Neckar-Kreis,Baden-Württemberg,DE128,DE12,DE1
943548,Altmannstein,93336,Landkreis Eichstätt,Bayern,DEB33,DEB3,DEB
1284744,Altmärkische Höhe,39606,Landkreis Stendal,Sachsen-Anhalt,DEB33,DEB3,DEB
1284744,Altmärkische Höhe,39615,Landkreis Stendal,Sachsen-Anhalt,DEB33,DEB3,DEB
1284749,Altmärkische Wische,39615,Landkreis Stendal,Sachsen-Anhalt,DEB33,DEB3,DEB
1444893,Alt Meteln,19069,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
414485,Altmittweida,9648,Landkreis Mittelsachsen,Sachsen,DEB33,DEB3,DEB
1467346,Alt Mölln,23881,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
167317,Altomünster,85250,Landkreis Dachau,Bayern,DEB33,DEB3,DEB
942029,Altötting,84503,Landkreis Altötting,Bayern,DEB33,DEB3,DEB
1259135,Altrich,54518,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,DEB33,DEB3,DEB
418402,Altrip,67122,Rhein-Pfalz-Kreis,Rheinland-Pfalz,DEB3I,DEB3,DEB
1171858,Altscheid,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
1424389,Alt Schwerin,17214,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
2808120,Altshausen,88361,Landkreis Ravensburg,Baden-Württemberg,DEB33,DEB3,DEB
1269731,Altstrimmig,56858,Landkreis Cochem-Zell,Rheinland-Pfalz,DEB33,DEB3,DEB
1996945,Alt Sührkow,17166,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1427539,Alt Tellin,17129,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1332921,Alt Tucheband,15328,Landkreis Märkisch-Oderland,Brandenburg,DEB33,DEB3,DEB
957781,Altusried,87452,Landkreis Oberallgäu,Bayern,DEB33,DEB3,DEB
1408065,Altwarp,17375,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1241628,Altweidelbach,55469,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,DEB1D,DEB1,DEB
1410793,Altwigshagen,17379,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1451533,Alt Zachun,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1388877,Alt Zauche-Wußwerk,15913,Landkreis Dahme-Spreewald,Brandenburg,DEB33,DEB3,DEB
442764,Alveslohe,25486,Kreis Segeberg,Schleswig-Holstein,DEA14,DEA1,DEA
534148,Alzenau,63755,Landkreis Aschaffenburg,Bayern,DEB33,DEB3,DEB
