osm_id,place,plz,landkreis,bundesland,nuts3,nuts2,nuts1
968887,Waldsassen,95652,Landkreis Tirschenreuth,Bayern,DEB33,DEB3,DEB
422702,Waldsee,67165,Rhein-Pfalz-Kreis,Rheinland-Pfalz,DEB3I,DEB3,DEB
2785737,Waldshut-Tiengen,79761,Landkreis Waldshut,Baden-Württemberg,DEB33,DEB3,DEB
1332919,Waldsieversdorf,15377,Landkreis Märkisch-Oderland,Brandenburg,DEB33,DEB3,DEB
215985,Waldsolms,35647,Lahn-Dill-Kreis,Hessen,DE722,DE72,DE7
964468,Waldstetten,89367,Landkreis Günzburg,Bayern,DEB33,DEB3,DEB
2792084,Waldstetten,73550,Ostalbkreis,Baden-Württemberg,DE11D,DE11,DE1
1059429,Waldthurn,92727,Landkreis Neustadt an der Waldnaab,Bayern,DEB33,DEB3,DEB
1256082,Waldweiler,54429,Landkreis Trier-Saarburg,Rheinland-Pfalz,DEB33,DEB3,DEB
1269717,Walhausen,56865,Landkreis Cochem-Zell,Rheinland-Pfalz,DEB33,DEB3,DEB
405306,Walheim,74399,Landkreis Ludwigsburg,Baden-Württemberg,DEB33,DEB3,DEB
9682197,Walkendorf,17179,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
6683592,Walkenried,37445,Landkreis Göttingen,Niedersachsen,DEB33,DEB3,DEB
935168,Walkertshofen,86877,Landkreis Augsburg,Bayern,DEB33,DEB3,DEB
1465817,Walksfelde,23896,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
453404,Walldorf,69190,Rhein-Neckar-Kreis,Baden-Württemberg,DE128,DE12,DE1
403727,Walldürn,63928,Neckar-Odenwald-Kreis,Baden-Württemberg,DE127,DE12,DE1
403727,Walldürn,74731,Neckar-Odenwald-Kreis,Baden-Württemberg,DE127,DE12,DE1
964249,Wallen,25788,Kreis Dithmarschen,Schleswig-Holstein,DEA14,DEA1,DEA
1085818,Wallenborn,54570,Landkreis Vulkaneifel,Rheinland-Pfalz,DEB33,DEB3,DEB
1163510,Wallendorf,54675,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
1021750,Wallenfels,96346,Landkreis Kronach,Bayern,DEB33,DEB3,DEB
1823270,Wallenhorst,49134,Landkreis Osnabrück,Niedersachsen,DEB33,DEB3,DEB
1184569,Wallerfangen,66798,Landkreis Saarlouis,Saarland,DEB33,DEB3,DEB
959814,Wallerfing,94574,Landkreis Deggendorf,Bayern,DEB33,DEB3,DEB
959898,Wallersdorf,94522,Landkreis Dingolfing-Landau,Bayern,DEB33,DEB3,DEB
1108052,Wallersheim,54597,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
962603,Wallerstein,86757,Landkreis Donau-Ries,Bayern,DEB33,DEB3,DEB
1248401,Wallertheim,55578,Landkreis Alzey-Worms,Rheinland-Pfalz,DEB33,DEB3,DEB
939344,Wallgau,82499,Landkreis Garmisch-Partenkirchen,Bayern,DEB33,DEB3,DEB
1250988,Wallhalben,66917,Landkreis Südwestpfalz,Rheinland-Pfalz,DEB33,DEB3,DEB
388756,Wallhausen,74599,Landkreis Schwäbisch Hall,Baden-Württemberg,DEB33,DEB3,DEB
1244223,Wallhausen,55595,Landkreis Bad Kreuznach,Rheinland-Pfalz,DEB33,DEB3,DEB
2397425,Wallhausen,6528,Landkreis Mansfeld-Südharz,Sachsen-Anhalt,DEB33,DEB3,DEB
422313,Wallmenroth,57584,Landkreis Altenkirchen,Rheinland-Pfalz,DEB33,DEB3,DEB
534490,Wallmerod,56414,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
1421443,Wallmoden,38729,Landkreis Goslar,Niedersachsen,DEB33,DEB3,DEB
1156035,Wallsbüll,24980,Kreis Schleswig-Flensburg,Schleswig-Holstein,DEA14,DEA1,DEA
1258876,Wallscheid,54531,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,DEB33,DEB3,DEB
1285572,Wallstawe,29413,Altmarkkreis Salzwedel,Sachsen-Anhalt,DEE04,DEE0,DEE
941754,Walluf,65396,Rheingau-Taunus-Kreis,Hessen,DE71D,DE71,DE7
1424397,Walow,17209,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
2778447,Walpernhain,7613,Saale-Holzland-Kreis,Thüringen,DEG0J,DEG0,DEG
934756,Walpertskirchen,85469,Landkreis Erding,Bayern,DEB33,DEB3,DEB
2411250,Walschleben,99189,Landkreis Sömmerda,Thüringen,DEB33,DEB3,DEB
330894,Walsdorf,54578,Landkreis Vulkaneifel,Rheinland-Pfalz,DEB33,DEB3,DEB
1077532,Walsdorf,96194,Landkreis Bamberg,Bayern,DEB33,DEB3,DEB
1252377,Walshausen,66484,Landkreis Südwestpfalz,Rheinland-Pfalz,DEB33,DEB3,DEB
1252553,Walsheim,76833,Landkreis Südliche Weinstraße,Rheinland-Pfalz,DEB33,DEB3,DEB
1302362,Walsleben,16818,Landkreis Ostprignitz-Ruppin,Brandenburg,DEB33,DEB3,DEB
1808966,Walsrode,29664,Landkreis Heidekreis,Niedersachsen,DEB33,DEB3,DEB
1808966,Walsrode,29693,Landkreis Heidekreis,Niedersachsen,DEB33,DEB3,DEB
962703,Waltenhausen,86480,Landkreis Günzburg,Bayern,DEB33,DEB3,DEB
957741,Waltenhofen,87448,Landkreis Oberallgäu,Bayern,DEB33,DEB3,DEB
416408,Walterschen,57632,Landkreis Altenkirchen,Rheinland-Pfalz,DEB33,DEB3,DEB
2778449,Waltersdorf,7646,Saale-Holzland-Kreis,Thüringen,DEG0J,DEG0,DEG
2801707,Waltershausen,99880,Landkreis Gotha,Thüringen,DEB33,DEB3,DEB
943555,Walting,85137,Landkreis Eichstätt,Bayern,DEB33,DEB3,DEB
63510,Waltrop,45731,Kreis Recklinghausen,Nordrhein-Westfalen,DEA14,DEA1,DEA
156058,Walzbachtal,75045,Landkreis Karlsruhe,Baden-Württemberg,DEB33,DEB3,DEB
1156126,Wanderup,24997,Kreis Schleswig-Flensburg,Schleswig-Holstein,DEA14,DEA1,DEA
1335915,Wandlitz,16348,Landkreis Barnim,Brandenburg,DEB33,DEB3,DEB
549420,Wanfried,37281,Werra-Meißner-Kreis,Hessen,DE737,DE73,DE7
29829,Wang,85368,Landkreis Freising,Bayern,DEB33,DEB3,DEB
1467718,Wangelau,21483,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
2014101,Wangelnstedt,37627,Landkreis Holzminden,Niedersachsen,DEB33,DEB3,DEB
382425,Wangels,23758,Kreis Ostholstein,Schleswig-Holstein,DEA14,DEA1,DEA
2825846,Wangen,73117,Landkreis Göppingen,Baden-Württemberg,DEB33,DEB3,DEB
2808305,Wangen im Allgäu,88239,Landkreis Ravensburg,Baden-Württemberg,DEB33,DEB3,DEB
1187768,Wangerland,26434,Landkreis Friesland,Niedersachsen,DEB33,DEB3,DEB
1187506,Wangerooge,26486,Landkreis Friesland,Niedersachsen,DEB33,DEB3,DEB
310415,Wankendorf,24601,Kreis Plön,Schleswig-Holstein,DEA14,DEA1,DEA
1180093,Wanna,21776,Landkreis Cuxhaven,Niedersachsen,DEB33,DEB3,DEB
2772827,Wannweil,72827,Landkreis Reutlingen,Baden-Württemberg,DEB33,DEB3,DEB
1286627,Wanzleben-Börde,39164,Landkreis Börde,Sachsen-Anhalt,DEB33,DEB3,DEB
556096,Wapelfeld,24594,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
1446637,Warberg,38378,Landkreis Helmstedt,Niedersachsen,DEB33,DEB3,DEB
1891491,Warburg,34414,Kreis Höxter,Nordrhein-Westfalen,DEA14,DEA1,DEA
1185589,Wardenburg,26203,Landkreis Oldenburg,Niedersachsen,DEB33,DEB3,DEB
548548,Warder,24646,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
1971867,Wardow,18299,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
152291,Warendorf,48231,Kreis Warendorf,Nordrhein-Westfalen,DEA14,DEA1,DEA
1424311,Waren (Müritz),17192,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1444892,Warin,19417,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1451538,Warlitz,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1451591,Warlow,19288,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1071008,Warmensteinach,95485,Landkreis Bayreuth,Bayern,DEB33,DEB3,DEB
1183270,Warmsen,31606,Landkreis Nienburg/Weser,Niedersachsen,DEB33,DEB3,DEB
1243989,Warmsroth,55442,Landkreis Bad Kreuznach,Rheinland-Pfalz,DEB33,DEB3,DEB
310396,Warnau,24250,Kreis Plön,Schleswig-Holstein,DEA14,DEA1,DEA
935947,Warngau,83627,Landkreis Miesbach,Bayern,DEB33,DEB3,DEB
2027765,Warnkenhagen,17168,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1479871,Warnow,23936,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1479871,Warnow,23948,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1963384,Warnow,18249,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1183249,Warpe,27333,Landkreis Nienburg/Weser,Niedersachsen,DEB33,DEB3,DEB
1427220,Warrenzin,17111,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
448771,Warringholz,25560,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
1451506,Warsow,19075,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
153401,Warstein,59581,Kreis Soest,Nordrhein-Westfalen,DEA14,DEA1,DEA
418334,Wartenberg,36367,Vogelsbergkreis,Hessen,DE725,DE72,DE7
934742,Wartenberg,85456,Landkreis Erding,Bayern,DEB33,DEB3,DEB
1254708,Wartenberg-Rohrbach,67681,Donnersbergkreis,Rheinland-Pfalz,DEB3D,DEB3,DEB
2801353,Warthausen,88447,Landkreis Biberach,Baden-Württemberg,DEB33,DEB3,DEB
384268,Wartmannsroth,97797,Landkreis Bad Kissingen,Bayern,DEB33,DEB3,DEB
445788,Warwerort,25761,Kreis Dithmarschen,Schleswig-Holstein,DEA14,DEA1,DEA
957877,Wasbek,24647,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
1357688,Wasbüttel,38553,Landkreis Gifhorn,Niedersachsen,DEB33,DEB3,DEB
2825743,Wäschenbeuren,73116,Landkreis Göppingen,Baden-Württemberg,DEB33,DEB3,DEB
2825743,Wäschenbeuren,73547,Landkreis Göppingen,Baden-Württemberg,DEB33,DEB3,DEB
537206,Wasenbach,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz,DEB1A,DEB1,DEB
1050564,Wassenach,56653,Landkreis Ahrweiler,Rheinland-Pfalz,DEB33,DEB3,DEB
158023,Wassenberg,41849,Kreis Heinsberg,Nordrhein-Westfalen,DEA14,DEA1,DEA
2186945,Wasserburg am Inn,83512,Landkreis Rosenheim,Bayern,DEB33,DEB3,DEB
812181,Wasserburg (Bodensee),88142,Landkreis Lindau,Bayern,DEB33,DEB3,DEB
1255965,Wasserliesch,54332,Landkreis Trier-Saarburg,Rheinland-Pfalz,DEB33,DEB3,DEB
318735,Wasserlosen,97535,Landkreis Schweinfurt,Bayern,DEB33,DEB3,DEB
2388888,Wasserthaleben,99718,Kyffhäuserkreis,Thüringen,DEG0A,DEG0,DEG
534397,Wassertrüdingen,91717,Landkreis Ansbach,Bayern,DEB33,DEB3,DEB
2820020,Wasungen,98634,Landkreis Schmalkalden-Meiningen,Thüringen,DEB33,DEB3,DEB
2820020,Wasungen,98639,Landkreis Schmalkalden-Meiningen,Thüringen,DEB33,DEB3,DEB
1796302,Wathlingen,29339,Landkreis Celle,Niedersachsen,DEB33,DEB3,DEB
553512,Wattenbek,24582,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
1077542,Wattendorf,96196,Landkreis Bamberg,Bayern,DEB33,DEB3,DEB
1249751,Wattenheim,67319,Landkreis Bad Dürkheim,Rheinland-Pfalz,DEB33,DEB3,DEB
1108038,Watzerath,54595,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
1108063,Wawern,54612,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
1255972,Wawern,54441,Landkreis Trier-Saarburg,Rheinland-Pfalz,DEB33,DEB3,DEB
1113738,Waxweiler,54649,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
962645,Wechingen,86759,Landkreis Donau-Ries,Bayern,DEB33,DEB3,DEB
413430,Wechselburg,9306,Landkreis Mittelsachsen,Sachsen,DEB33,DEB3,DEB
423185,Weddelbrook,24576,Kreis Segeberg,Schleswig-Holstein,DEA14,DEA1,DEA
413440,Weddingstedt,25795,Kreis Dithmarschen,Schleswig-Holstein,DEA14,DEA1,DEA
3370039,Wedel,22880,Kreis Pinneberg,Schleswig-Holstein,DEA14,DEA1,DEA
1177823,Wedemark,30900,Region Hannover,Niedersachsen,DE929,DE92,DE9
1746116,Wedendorfersee,19217,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
442914,Weede,23795,Kreis Segeberg,Schleswig-Holstein,DEA14,DEA1,DEA
1255862,Weener,26826,Landkreis Leer,Niedersachsen,DEB33,DEB3,DEB
1149283,Wees,24999,Kreis Schleswig-Flensburg,Schleswig-Holstein,DEA14,DEA1,DEA
1156026,Weesby,24994,Kreis Schleswig-Flensburg,Schleswig-Holstein,DEA14,DEA1,DEA
167976,Weeze,47652,Kreis Kleve,Nordrhein-Westfalen,DEA14,DEA1,DEA
1286628,Wefensleben,39365,Landkreis Börde,Sachsen-Anhalt,DEB33,DEB3,DEB
51167,Wegberg,41844,Kreis Heinsberg,Nordrhein-Westfalen,DEA14,DEA1,DEA
1332260,Wegeleben,38828,Landkreis Harz,Sachsen-Anhalt,DEB33,DEB3,DEB
958088,Wegscheid,94110,Landkreis Passau,Bayern,DEB33,DEB3,DEB
1231984,Wehingen,78564,Landkreis Tuttlingen,Baden-Württemberg,DEB33,DEB3,DEB
534522,Wehlen,1829,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,DEB33,DEB3,DEB
2393864,Wehnde,37339,Landkreis Eichsfeld,Thüringen,DEB33,DEB3,DEB
1050579,Wehr,56653,Landkreis Ahrweiler,Rheinland-Pfalz,DEB33,DEB3,DEB
2787781,Wehr,79664,Landkreis Waldshut,Baden-Württemberg,DEB33,DEB3,DEB
1675315,Wehrbleck,27259,Landkreis Diepholz,Niedersachsen,DEB33,DEB3,DEB
1675315,Wehrbleck,49453,Landkreis Diepholz,Niedersachsen,DEB33,DEB3,DEB
549423,Wehretal,37287,Werra-Meißner-Kreis,Hessen,DE737,DE73,DE7
418436,Wehrheim,61273,Hochtaunuskreis,Hessen,DE718,DE71,DE7
935166,Wehringen,86517,Landkreis Augsburg,Bayern,DEB33,DEB3,DEB
1050563,Weibern,56745,Landkreis Ahrweiler,Rheinland-Pfalz,DEB33,DEB3,DEB
387542,Weibersbrunn,63879,Landkreis Aschaffenburg,Bayern,DEB33,DEB3,DEB
943709,Weichering,86706,Landkreis Neuburg-Schrobenhausen,Bayern,DEB33,DEB3,DEB
934477,Weichs,85258,Landkreis Dachau,Bayern,DEB33,DEB3,DEB
2779977,Weida,7570,Landkreis Greiz,Thüringen,DEB33,DEB3,DEB
1245137,Weiden,55758,Landkreis Birkenfeld,Rheinland-Pfalz,DEB33,DEB3,DEB
534390,Weidenbach,91746,Landkreis Ansbach,Bayern,DEB33,DEB3,DEB
540473,Weidenbach,56355,Rhein-Lahn-Kreis,Rheinland-Pfalz,DEB1A,DEB1,DEB
1085800,Weidenbach,54570,Landkreis Vulkaneifel,Rheinland-Pfalz,DEB33,DEB3,DEB
1071006,Weidenberg,95466,Landkreis Bayreuth,Bayern,DEB33,DEB3,DEB
533598,Weidenhahn,56244,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
62554,Weiden in der Oberpfalz,92637,,Bayern,#NV,#NV,#NV
2789609,Weidenstetten,89197,Alb-Donau-Kreis,Baden-Württemberg,DE145,DE14,DE1
1249987,Weidenthal,67475,Landkreis Bad Dürkheim,Rheinland-Pfalz,DEB33,DEB3,DEB
956870,Weidhausen b.Coburg,96279,Landkreis Coburg,Bayern,DEB33,DEB3,DEB
960530,Weiding,93495,Landkreis Cham,Bayern,DEB33,DEB3,DEB
961859,Weiding,92557,Landkreis Schwandorf,Bayern,DEB33,DEB3,DEB
1171888,Weidingen,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
1028550,Weigendorf,91249,Landkreis Amberg-Sulzbach,Bayern,DEB33,DEB3,DEB
356752,Weigenheim,97215,Landkreis Neustadt an der Aisch-Bad Windsheim,Bayern,DEB33,DEB3,DEB
534275,Weihenzell,91629,Landkreis Ansbach,Bayern,DEB33,DEB3,DEB
1059440,Weiherhammer,92700,Landkreis Neustadt an der Waldnaab,Bayern,DEB33,DEB3,DEB
1059440,Weiherhammer,92729,Landkreis Neustadt an der Waldnaab,Bayern,DEB33,DEB3,DEB
190747,Weihmichl,84107,Landkreis Landshut,Bayern,DEB33,DEB3,DEB
402689,Weikersheim,97990,Main-Tauber-Kreis,Baden-Württemberg,DE11B,DE11,DE1
933850,Weil,86947,Landkreis Landsberg am Lech,Bayern,DEB33,DEB3,DEB
2787969,Weil am Rhein,79576,Landkreis Lörrach,Baden-Württemberg,DEB33,DEB3,DEB
2899768,Weilar,36457,Wartburgkreis,Thüringen,DEG0P,DEG0,DEG
393499,Weilbach,63937,Landkreis Miltenberg,Bayern,DEB33,DEB3,DEB
324303,Weilburg,35781,Landkreis Limburg-Weilburg,Hessen,DEB33,DEB3,DEB
722152,Weil der Stadt,71263,Landkreis Böblingen,Baden-Württemberg,DEB33,DEB3,DEB
2781623,Weilen unter den Rinnen,72367,Zollernalbkreis,Baden-Württemberg,DE143,DE14,DE1
548058,Weiler,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
1269804,Weiler,56825,Landkreis Cochem-Zell,Rheinland-Pfalz,DEB33,DEB3,DEB
1253792,Weilerbach,67685,Landkreis Kaiserslautern,Rheinland-Pfalz,DEB33,DEB3,DEB
1239624,Weiler bei Bingen,55413,Landkreis Mainz-Bingen,Rheinland-Pfalz,DEB33,DEB3,DEB
1244166,Weiler bei Monzingen,55627,Landkreis Bad Kreuznach,Rheinland-Pfalz,DEB33,DEB3,DEB
1080487,Weilersbach,91365,Landkreis Forchheim,Bayern,DEB33,DEB3,DEB
959854,Weiler-Simmerberg,88171,Landkreis Lindau,Bayern,DEB33,DEB3,DEB
158134,Weilerswist,53919,Kreis Euskirchen,Nordrhein-Westfalen,DEA14,DEA1,DEA
1240403,Weilheim,79809,Landkreis Waldshut,Baden-Württemberg,DEB33,DEB3,DEB
2795195,Weilheim an der Teck,73235,Landkreis Esslingen,Baden-Württemberg,DEB33,DEB3,DEB
936925,Weilheim in Oberbayern,82362,Landkreis Weilheim-Schongau,Bayern,DEB33,DEB3,DEB
722148,Weil im Schönbuch,71093,Landkreis Böblingen,Baden-Württemberg,DEB33,DEB3,DEB
324310,Weilmünster,35789,Landkreis Limburg-Weilburg,Hessen,DEB33,DEB3,DEB
418383,Weilrod,61276,Hochtaunuskreis,Hessen,DE718,DE71,DE7
534180,Weiltingen,91744,Landkreis Ansbach,Bayern,DEB33,DEB3,DEB
62493,Weimar,99423,,Thüringen,#NV,#NV,#NV
62493,Weimar,99425,,Thüringen,#NV,#NV,#NV
62493,Weimar,99427,,Thüringen,#NV,#NV,#NV
62493,Weimar,99428,,Thüringen,#NV,#NV,#NV
225493,Weimar (Lahn),35096,Landkreis Marburg-Biedenkopf,Hessen,DEB33,DEB3,DEB
540050,Weinähr,56379,Rhein-Lahn-Kreis,Rheinland-Pfalz,DEB1A,DEB1,DEB
324309,Weinbach,35796,Landkreis Limburg-Weilburg,Hessen,DEB33,DEB3,DEB
546772,Weinböhla,1689,Landkreis Meißen,Sachsen,DEB33,DEB3,DEB
659819,Weingarten,76356,Landkreis Karlsruhe,Baden-Württemberg,DEB33,DEB3,DEB
2808306,Weingarten,88250,Landkreis Ravensburg,Baden-Württemberg,DEB33,DEB3,DEB
1250341,Weingarten (Pfalz),67366,Landkreis Germersheim,Rheinland-Pfalz,DEB33,DEB3,DEB
454175,Weinheim,69469,Rhein-Neckar-Kreis,Baden-Württemberg,DE128,DE12,DE1
1245841,Weinolsheim,55278,Landkreis Mainz-Bingen,Rheinland-Pfalz,DEB33,DEB3,DEB
410473,Weinsberg,74189,Landkreis Heilbronn,Baden-Württemberg,DEB33,DEB3,DEB
1108043,Weinsheim,54595,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
1244229,Weinsheim,55595,Landkreis Bad Kreuznach,Rheinland-Pfalz,DEB33,DEB3,DEB
401694,Weinstadt,71384,Rems-Murr-Kreis,Baden-Württemberg,DE116,DE11,DE1
2179227,Weira,7806,Saale-Orla-Kreis,Thüringen,DEG0K,DEG0,DEG
6906105,Weischlitz,8538,Vogtlandkreis,Sachsen,DED44,DED4,DED
539915,Weisel,56348,Rhein-Lahn-Kreis,Rheinland-Pfalz,DEB1A,DEB1,DEB
1289789,Weisen,19322,Landkreis Prignitz,Brandenburg,DEB33,DEB3,DEB
907246,Weisenbach,76599,Landkreis Rastatt,Baden-Württemberg,DEB33,DEB3,DEB
1016533,Weisendorf,91085,Landkreis Erlangen-Höchstadt,Bayern,DEB33,DEB3,DEB
1249954,Weisenheim am Berg,67273,Landkreis Bad Dürkheim,Rheinland-Pfalz,DEB33,DEB3,DEB
1249955,Weisenheim am Sand,67256,Landkreis Bad Dürkheim,Rheinland-Pfalz,DEB33,DEB3,DEB
1184403,Weiskirchen,66709,Landkreis Merzig-Wadern,Saarland,DEB33,DEB3,DEB
1026863,Weismain,96260,Landkreis Lichtenfels,Bayern,DEB33,DEB3,DEB
722149,Weissach,71287,Landkreis Böblingen,Baden-Württemberg,DEB33,DEB3,DEB
400936,Weissach im Tal,71554,Rems-Murr-Kreis,Baden-Württemberg,DE116,DE11,DE1
376923,Weißbach,74679,Hohenlohekreis,Baden-Württemberg,DE119,DE11,DE1
2778452,Weißbach,7646,Saale-Holzland-Kreis,Thüringen,DEG0J,DEG0,DEG
1021698,Weißdorf,95237,Landkreis Hof,Bayern,DEB33,DEB3,DEB
1309659,Weißenberg - Wóspork,2627,Landkreis Bautzen,Sachsen,DEB33,DEB3,DEB
549425,Weißenborn,37299,Werra-Meißner-Kreis,Hessen,DE737,DE73,DE7
2778453,Weißenborn,7639,Saale-Holzland-Kreis,Thüringen,DEG0J,DEG0,DEG
416500,Weißenborn/Erzgebirge,9600,Landkreis Mittelsachsen,Sachsen,DEB33,DEB3,DEB
1021744,Weißenbrunn,96369,Landkreis Kronach,Bayern,DEB33,DEB3,DEB
1015141,Weißenburg i. Bay.,91781,Landkreis Weißenburg-Gunzenhausen,Bayern,DEB33,DEB3,DEB
2779191,Weißendorf,7950,Landkreis Greiz,Thüringen,DEB33,DEB3,DEB
2405268,Weißenfels,6667,Burgenlandkreis,Sachsen-Anhalt,DEE08,DEE0,DEE
2405268,Weißenfels,6688,Burgenlandkreis,Sachsen-Anhalt,DEE08,DEE0,DEE
941081,Weißenhorn,89264,Landkreis Neu-Ulm,Bayern,DEB33,DEB3,DEB
1080482,Weißenohe,91367,Landkreis Forchheim,Bayern,DEB33,DEB3,DEB
812179,Weißensberg,88138,Landkreis Lindau,Bayern,DEB33,DEB3,DEB
2410105,Weißensee,99631,Landkreis Sömmerda,Thüringen,DEB33,DEB3,DEB
1022880,Weißenstadt,95163,Landkreis Wunsiedel im Fichtelgebirge,Bayern,DEB33,DEB3,DEB
548982,Weißenthurm,56575,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
1311128,Weißkeißel - Wuskidź,2957,Landkreis Görlitz,Sachsen,DEB33,DEB3,DEB
1310639,Weißwasser/O.L. - Běła Woda,2943,Landkreis Görlitz,Sachsen,DEB33,DEB3,DEB
1124265,Weisweil,79367,Landkreis Emmendingen,Baden-Württemberg,DEB33,DEB3,DEB
421957,Weitefeld,57586,Landkreis Altenkirchen,Rheinland-Pfalz,DEB33,DEB3,DEB
449950,Weitendorf,19412,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
374160,Weitenhagen,18461,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
9682107,Weitenhagen,17498,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1245093,Weitersbach,55624,Landkreis Birkenfeld,Rheinland-Pfalz,DEB33,DEB3,DEB
1244118,Weitersborn,55629,Landkreis Bad Kreuznach,Rheinland-Pfalz,DEB33,DEB3,DEB
547365,Weitersburg,56191,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
452419,Weiterstadt,64331,Landkreis Darmstadt-Dieburg,Hessen,DEB33,DEB3,DEB
1254393,Weitersweiler,67808,Donnersbergkreis,Rheinland-Pfalz,DEB3D,DEB3,DEB
957827,Weitnau,87480,Landkreis Oberallgäu,Bayern,DEB33,DEB3,DEB
956862,Weitramsdorf,96479,Landkreis Coburg,Bayern,DEB33,DEB3,DEB
1075159,Welcherath,53539,Landkreis Vulkaneifel,Rheinland-Pfalz,DEB33,DEB3,DEB
1246618,Welchweiler,66887,Landkreis Kusel,Rheinland-Pfalz,DEB33,DEB3,DEB
445262,Welden,86465,Landkreis Augsburg,Bayern,DEB33,DEB3,DEB
1245783,Welgesheim,55576,Landkreis Mainz-Bingen,Rheinland-Pfalz,DEB33,DEB3,DEB
453180,Welkenbach,57644,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
337711,Welle,21261,Landkreis Harburg,Niedersachsen,DEB33,DEB3,DEB
1255966,Wellen,54441,Landkreis Trier-Saarburg,Rheinland-Pfalz,DEB33,DEB3,DEB
943755,Wellendingen,78669,Landkreis Rottweil,Baden-Württemberg,DEB33,DEB3,DEB
943534,Wellheim,91809,Landkreis Eichstätt,Bayern,DEB33,DEB3,DEB
543134,Welling,56753,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
964208,Welmbüttel,25782,Kreis Dithmarschen,Schleswig-Holstein,DEA14,DEA1,DEA
1260069,Welschbillig,54298,Landkreis Trier-Saarburg,Rheinland-Pfalz,DEB33,DEB3,DEB
548059,Welschenbach,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
453853,Welschneudorf,56412,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
1107767,Welt,25836,Kreis Nordfriesland,Schleswig-Holstein,DEA14,DEA1,DEA
540474,Welterod,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz,DEB1A,DEB1,DEB
535021,Weltersburg,56459,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
153517,Welver,59514,Kreis Soest,Nordrhein-Westfalen,DEA14,DEA1,DEA
